column_index,column_name,column_role,feature_block,dtype,unit,description,source,missing_value_encoding,missing_count,missing_fraction,selected_final_D_tabular,selected_final_D_xgboost,selected_final_P_lightgbm
1231,cheap__v3__rd3d_getaway_125,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_125,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1232,cheap__v3__rd3d_getaway_126,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_126,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1233,cheap__v3__rd3d_getaway_127,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_127,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1234,cheap__v3__rd3d_getaway_128,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_128,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1235,cheap__v3__rd3d_getaway_129,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_129,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1236,cheap__v3__rd3d_getaway_130,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_130,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1237,cheap__v3__rd3d_getaway_131,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_131,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1238,cheap__v3__rd3d_getaway_132,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_132,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1239,cheap__v3__rd3d_getaway_133,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_133,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1240,cheap__v3__rd3d_getaway_134,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_134,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
1241,cheap__v3__rd3d_getaway_135,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_135,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1242,cheap__v3__rd3d_getaway_136,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_136,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1243,cheap__v3__rd3d_getaway_137,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_137,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1244,cheap__v3__rd3d_getaway_138,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_138,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1245,cheap__v3__rd3d_getaway_139,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_139,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1246,cheap__v3__rd3d_getaway_140,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_140,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1247,cheap__v3__rd3d_getaway_141,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_141,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1248,cheap__v3__rd3d_getaway_142,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_142,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1249,cheap__v3__rd3d_getaway_143,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_143,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1250,cheap__v3__rd3d_getaway_144,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_144,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
1251,cheap__v3__rd3d_getaway_145,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_145,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1252,cheap__v3__rd3d_getaway_146,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_146,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1253,cheap__v3__rd3d_getaway_147,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_147,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
1254,cheap__v3__rd3d_getaway_148,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_148,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1255,cheap__v3__rd3d_getaway_149,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_149,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1256,cheap__v3__rd3d_getaway_150,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_150,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
1257,cheap__v3__rd3d_getaway_151,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_151,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
1258,cheap__v3__rd3d_getaway_152,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_152,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
1259,cheap__v3__rd3d_getaway_153,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_153,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
1260,cheap__v3__rd3d_getaway_154,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_154,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1261,cheap__v3__rd3d_getaway_155,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_155,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
1262,cheap__v3__rd3d_getaway_156,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_156,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1263,cheap__v3__rd3d_getaway_157,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_157,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
1264,cheap__v3__rd3d_getaway_158,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_158,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
1265,cheap__v3__rd3d_getaway_159,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_159,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
1266,cheap__v3__rd3d_getaway_160,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_160,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1267,cheap__v3__rd3d_getaway_161,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_161,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1268,cheap__v3__rd3d_getaway_162,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_162,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1269,cheap__v3__rd3d_getaway_163,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_163,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1270,cheap__v3__rd3d_getaway_164,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_164,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1271,cheap__v3__rd3d_getaway_165,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_165,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1272,cheap__v3__rd3d_getaway_166,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_166,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1273,cheap__v3__rd3d_getaway_167,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_167,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1274,cheap__v3__rd3d_getaway_168,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_168,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1275,cheap__v3__rd3d_getaway_169,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_169,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1276,cheap__v3__rd3d_getaway_170,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_170,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1277,cheap__v3__rd3d_getaway_171,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_171,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1278,cheap__v3__rd3d_getaway_172,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_172,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1279,cheap__v3__rd3d_getaway_173,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_173,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1280,cheap__v3__rd3d_getaway_174,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_174,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1281,cheap__v3__rd3d_getaway_175,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_175,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1282,cheap__v3__rd3d_getaway_176,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_176,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1283,cheap__v3__rd3d_getaway_177,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_177,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1284,cheap__v3__rd3d_getaway_178,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_178,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1285,cheap__v3__rd3d_getaway_179,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_179,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1286,cheap__v3__rd3d_getaway_180,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_180,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1287,cheap__v3__rd3d_getaway_181,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_181,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1288,cheap__v3__rd3d_getaway_182,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_182,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1289,cheap__v3__rd3d_getaway_183,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_183,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1290,cheap__v3__rd3d_getaway_184,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_184,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1291,cheap__v3__rd3d_getaway_185,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_185,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1292,cheap__v3__rd3d_getaway_186,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_186,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,True
1293,cheap__v3__rd3d_getaway_187,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_187,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
1294,cheap__v3__rd3d_getaway_188,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_188,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
1295,cheap__v3__rd3d_getaway_189,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_189,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
1296,cheap__v3__rd3d_getaway_190,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_190,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1297,cheap__v3__rd3d_getaway_191,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_191,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,True
1298,cheap__v3__rd3d_getaway_192,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_192,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1299,cheap__v3__rd3d_getaway_193,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_193,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1300,cheap__v3__rd3d_getaway_194,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_194,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1301,cheap__v3__rd3d_getaway_195,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_195,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1302,cheap__v3__rd3d_getaway_196,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_196,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1303,cheap__v3__rd3d_getaway_197,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_197,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
1304,cheap__v3__rd3d_getaway_198,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_198,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1305,cheap__v3__rd3d_getaway_199,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_199,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
1306,cheap__v3__rd3d_getaway_200,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd3d_getaway_200,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
